ORG	GRAM	ORGANISM	ORG_CLEAN	STATUS	COMMON	ORG_GROUP	SUB_GROUP	GENUS	GENUS_CODE	SCT_CODE	SCT_TEXT	EXCLUDE
tct	b	Treponema carateum	Treponema carateum	C		TREP		Treponema	TRE	14562002	Treponema carateum	FALSE
cpt	-	Chlamydia psittaci	Chlamydia psittaci	O		GNCB		Chlamydophila	CHD	14590003	Chlamydophila psittaci	FALSE
csa	a	Clostridium sartagoformum	Clostridium sartagoformum	C		SPORE		Clostridium	CLO	14754008	Clostridium sartagoformum	FALSE
hem	f	Helminthosporium sp.	Helminthosporium sp.	C		check		Helminthosporium	HEM	14877004	Helminthosporium	FALSE
hs1	v	Herpes simplex virus 1	Herpes simplex virus 1	C	C	DNA				15302007	Human herpes simplex virus type 1	FALSE
hht	w	Heterophyes heterophyes	Heterophyes heterophyes	C		TREMA		Heterophyes	HET	15310008	Heterophyes heterophyes	FALSE
bti	w	Brugia timori	Brugia timori	C		NEMAT		Brugia	BRG	15475009	Brugia timori	FALSE
nda	+	Nocardiopsis dassonvillei	Nocardiopsis dassonvillei	C		GPR		Nocardiopsis	NOD	15526005	Nocardiopsis dassonvillei	FALSE
cbc	f	Conidiobolus coronatus	Conidiobolus coronatus	C		FUNGUS		Conidiobolus	COD	15684003	Conidiobolus coronatus	FALSE
sic	w	Schistosoma intercalatum	Schistosoma intercalatum	C		TREMA		Schistosoma	SCI	15685002	Schistosoma intercalatum	FALSE
clc	w	Clonorchis sp.	Clonorchis sp.	C		TREMA		Clonorchis	CLC	15956005	Genus Clonorchis	FALSE
ldo	w	Leishmania donovani	Leishmania donovani	C		FLAG		Leishmania	LEI	16043006	Leishmania donovani donovani	FALSE
g58	-	Salmonella Group 58 (O:58)	Salmonella Group 58	C		EBC	G58	Salmonella	SAL	16168006	Salmonella II 58:a:(z6)	FALSE
smf	-	Streptobacillus moniliformis	Streptobacillus moniliformis	C		GNCB		Streptobacillus	STB	16372003	Streptobacillus moniliformis	FALSE
mgc	b	Mycoplasma agalactiae	Mycoplasma agalactiae	C		MYCOP		Mycoplasma	MYP	16377009	Mycoplasma agalactiae	FALSE
cir	f	Circinella sp.	Circinella sp.	C		check		Circinella	CIR	16454005	Circinella	FALSE
cgu	f	Candida guilliermondii	Candida guilliermondii	C		FUNGUS		Candida	CAN	16557001	Candida guilliermondii	FALSE
bpm	+	Bacillus pumilus	Bacillus pumilus	C		GPR		Bacillus	BCS	16580009	Bacillus pumilus	FALSE
ccd	a	Clostridium cadaveris	Clostridium cadaveris	C		SPORE		Clostridium	CLO	16616000	Clostridium cadaveris	FALSE
cnx	a	Clostridium nexile	Clostridium nexile	C		SPORE		Clostridium	CLO	16768004	Clostridium nexile	FALSE
gol	-	Salmonella Goldcoast	Salmonella Goldcoast	C		EBC	GRC	Salmonella	SAL	16820003	Salmonella Goldcoast	FALSE
sbn	-	Salmonella Brandenburg	Salmonella Brandenburg	C		EBC	GRB	Salmonella	SAL	16888008	Salmonella Brandenburg	FALSE
g53	-	Salmonella Group 53 (O:53)	Salmonella Group 53	C		EBC	G53	Salmonella	SAL	16981003	Salmonella II 53:c:1,5	FALSE
trf	b	Treponema refringens	Treponema refringens	C		TREP		Treponema	TRE	17005004	Treponema refringens	FALSE
spd	f	Sepedonium sp.	Sepedonium sp.	C		check		Sepedonium	SPD	17046009	Sepedonium	FALSE
any	w	Ancylostoma sp.	Ancylostoma sp.	C		NEMAT		Ancylostoma	ANY	17113000	Ancylostoma	FALSE
ppg	-	Pseudomonas pertucinogena	Pseudomonas pertucinogena	C		NFR		Pseudomonas	PS-	17191002	Pseudomonas pertucinogena	FALSE
pmx	w	Paragonimus mexicanus	Paragonimus mexicanus	C		TREMA		Paragonimus	PAO	17218004	Paragonimus mexicanus	FALSE
lru	-	Legionella rubrilucens	Legionella rubrilucens	C		GNCB		Legionella	LEG	17298000	Legionella rubilucens	FALSE
fng	a	Fusobacterium necrogenes	Fusobacterium necrogenes	C		AGNR		Fusobacterium	FU-	17304009	Fusobacterium necrogenes	FALSE
nam	w	Necator americanus	Necator americanus	C		NEMAT		Necator	NEC	17520000	Suillus americanus	FALSE
cae	f	Cryptococcus ater	Cryptococcus ater	C		FUNGUS		Cryptococcus	CRY	17579001	Cryptococcus	FALSE
cry	f	Cryptococcus sp.	Cryptococcus sp.	C		FUNGUS		Cryptococcus	CRY	17579001	Cryptococcus	FALSE
ror	f	Rhizopus oryzae	Rhizopus oryzae	C		FUNGUS		Rhizopus	RHZ	17683005	Rhizopus	FALSE
krn	-	Klebsiella pneumoniae ss. rhinoscleromatis	Klebsiella pneumoniae ss. rhinoscleromatis	C		EBC		Klebsiella	KL-	17688001	Klebsiella pneumoniae ss. rhinoscleromatis	FALSE
shs	w	Sarcocystis hominis	Sarcocystis hominis	C		COCCID		Sarcocystis	SAY	17696006	Sarcocystis hominis	FALSE
let	f	Lecythophora sp.	Lecythophora sp.	C		FUNGUS		Lecythophora	LET	17712004	Lecythophora	FALSE
nme	-	Neisseria meningitidis	Neisseria meningitidis	C	X	GNC		Neisseria	NE-	17872004	Neisseria meningitidis	FALSE
lom	-	Salmonella Lomita	Salmonella Lomita	C		EBC	GRC	Salmonella	SAL	17939003	Salmonella Lomita	FALSE
tso	w	Taenia solium	Taenia solium	C		CESTODE		Taenia	TAE	17966003	Taenia solium	FALSE
rri	-	Rickettsia rickettsii	Rickettsia rickettsii	C		GNCB		Rickettsia	RIC	18054009	Rickettsia rickettsii	FALSE
mal	f	Malassezia sp.	Malassezia sp.	C		FUNGUS		Malassezia	MAL	18097004	Malassezia	FALSE
sse	-	Salmonella Senftenberg	Salmonella Senftenberg	C		EBC	GRE	Salmonella	SAL	18163008	Salmonella Senftenberg	FALSE
ain	f	Arthroderma incurvatum	Arthroderma incurvatum	C		FUNGUS		Arthroderma	ARD	18179009	Arthroderma incurvatum	FALSE
laa	-	Legionella anisa	Legionella anisa	C		GNCB		Legionella	LEG	18214000	Legionella anisa	FALSE
tro	f	Tricothecium roseum	Tricothecium roseum	C		FUNGUS		Tricothecium	TRT	18236002	Trichothecium roseum	FALSE
kpn	-	Klebsiella pneumoniae	Klebsiella pneumoniae	O		EBC		Klebsiella	KL-	18400002	Klebsiella pneumoniae ss. pneumoniae	FALSE
nae	w	Naegleria sp.	Naegleria sp.	C		AMEBA		Naegleria	NAE	18441007	Naegleria	FALSE
ara	f	Arthroderma racemosum	Arthroderma racemosum	C		FUNGUS		Arthroderma	ARD	18459005	Arthroderma racemosum	FALSE
pov	w	Plasmodium ovale	Plasmodium ovale	C		SPOROZ		Plasmodium	PLA	18508006	Plasmodium ovale	FALSE
plv	v	Poliovirus	Poliovirus	C		RNA				18508006	Plasmodium ovale	FALSE
stn	f	Stenella sp.	Stenella sp.	C		check		Stenella	STN	18806000	Stenella	FALSE
clh	f	Cylindrocarpon lichenicola	Cylindrocarpon lichenicola	C		FUNGUS		Cylindrocarpon	CYL	18859003	Cylindrocarpon lichenicola	FALSE
c2c	-	CDC IIc	CDC IIc	O		NFR		Flavobacterium	FLA	18986002	Flavobacterium	FALSE
c2e	-	CDC IIe	CDC IIe	O		NFR		Flavobacterium	FLA	18986002	Flavobacterium	FALSE
c2h	-	CDC IIh	CDC IIh	O		NFR		Flavobacterium	FLA	18986002	Flavobacterium	FALSE
c2i	-	CDC IIi	CDC IIi	O		NFR		Flavobacterium	FLA	18986002	Flavobacterium	FALSE
ear	-	Ewingella americana	Ewingella americana	C		EBC		Ewingella	EWI	19027003	Ewingella americana	FALSE
alu	w	Ascaris lumbricoides	Ascaris lumbricoides	C		NEMAT		Ascaris	ASC	19061001	Ascaris lumbricoides	FALSE
cbu	a	Clostridium butyricum	Clostridium butyricum	C		SPORE		Clostridium	CLO	19084008	Clostridium butyricum	FALSE
chf	a	Clostridium hastiforme	Clostridium hastiforme	C		SPORE		Clostridium	CLO	19185007	Clostridium hastiforme	FALSE
prg	-	Providencia rustigianii	Providencia rustigianii	C		EBC		Providencia	PRV	19196004	Providencia rustigianii	FALSE
pid	a	Peptostreptococcus indolicus	Peptostreptococcus indolicus	C		AGPC		Peptostreptococcus	PPT	19204000	Peptostreptococcus indolicus	FALSE
pes	a	Peptostreptococcus anaerobius	Peptostreptococcus anaerobius	C		AGPC		Peptostreptococcus	PPT	19217002	Peptostreptococcus anaerobius	FALSE
cic	a	Clostridium innocuum	Clostridium innocuum	C		SPORE		Clostridium	CLO	19415008	Clostridium innocuum	FALSE
mev	v	Measles virus	Measles virus	C		RNA				19425003	Moraxella bovis	FALSE
mbv	-	Moraxella bovis	Moraxella bovis	C		NFR		Moraxella	MO-	19425003	Moraxella bovis	FALSE
fsu	a	Fusobacterium sulci	Fusobacterium sulci	C		AGNR		Fusobacterium	FU-	19435009	Fusobacterium sulci	FALSE
hne	-	Helicobacter nemestrinae	Helicobacter nemestrinae	C		GNCB		Helicobacter	HEL	19454009	Helicobacter	FALSE
blo	a	Bifidobacterium longum	Bifidobacterium longum	C		NOSPORE		Bifidobacterium	BIF	19464000	Bifidobacterium longum	FALSE
shy	+	Staphylococcus hyicus	Staphylococcus hyicus	C		SC+		Staphylococcus	STA	19683001	Staphylococcus hyicus	FALSE
sol	+	Streptococcus oralis	Streptococcus oralis	C		SVI		Streptococcus	STR	19870004	Streptococcus oralis	FALSE
hsv	v	Herpes simplex virus	Herpes simplex virus	C	C	DNA				19965007	Human herpes simplex virus	FALSE
tbr	w	Trypanosoma brucei gambiense	Trypanosoma brucei gambiense	C		FLAG		Trypanosoma	TRP	20027006	Trypanosoma brucei gambiense	FALSE
smh	-	Salmonella Manhattan	Salmonella Manhattan	C		EBC	GRC	Salmonella	SAL	20073008	Salmonella Manhattan	FALSE
msc	m	Mycobacterium scrofulaceum	Mycobacterium scrofulaceum	C		MYCO		Mycobacterium	MYC	20141004	Mycobacterium scrofulaceum	FALSE
mfr	f	Microsporum ferrugineum	Microsporum ferrugineum	C		FUNGUS		Microsporum	MIS	20282005	Microsporum ferrugineum	FALSE
mcb	m	Mycobacterium chubuense	Mycobacterium chubuense	C		MYCO		Mycobacterium	MYC	20498000	Mycobacterium chubuense	FALSE
enz	w	Enterocytozoon sp.	Enterocytozoon sp.	C		MICROS		Enterocytozoon	ENZ	20581002	Enterocytozoon	FALSE
pep	a	Peptococcus sp.	Peptococcus sp.	C		AGPC		Peptococcus	PEP	20585006	Peptococcus	FALSE
wde	f	Hormodendrum dermatitidis	Hormodendrum dermatitidis	O		FUNGUS		Wangiella	WAN	20586007	Wangiella dermatitidis	FALSE
ecy	a	Eubacterium cylindroides	Eubacterium cylindroides	C		NOSPORE		Eubacterium	EUB	20804002	Eubacterium cylindroides	FALSE
csl	f	Candida stellatoidea	Candida stellatoidea	C		FUNGUS		Candida	CAN	20849004	Candida stellatoidea	FALSE
nfo	w	Naegleria fowleri	Naegleria fowleri	C		AMEBA		Naegleria	NAE	20942007	Naegleria fowleri	FALSE
mth	m	Mycobacterium thermoresistibile	Mycobacterium thermoresistibile	C		MYCO		Mycobacterium	MYC	20973006	Mycobacterium thermoresistibile	FALSE
dpd	w	Dipylidium sp.	Dipylidium sp.	C		CESTODE		Dipylidium	DPD	21041005	Dipylidium	FALSE
mno	m	Mycobacterium nonchromogenicum	Mycobacterium nonchromogenicum	C		MYCO		Mycobacterium	MYC	21433000	Mycobacterium nonchromogenicum	FALSE
rhn	f	Rhinocladiella sp.	Rhinocladiella sp.	C		FUNGUS		Rhinocladiella	RHN	21690009	Rhinocladiella	FALSE
ban	+	Bacillus anthracis	Bacillus anthracis	C		GPR		Bacillus	BCS	21927003	Bacillus anthracis	FALSE
mha	m	Mycobacterium haemophilum	Mycobacterium haemophilum	C		MYCO		Mycobacterium	MYC	21996001	Mycobacterium haemophilum	FALSE
svn	a	Sarcina ventriculi	Sarcina ventriculi	C		check		Sarcina	SAR	22267009	Sarcina ventriculi	FALSE
clf	a	Clostridium putrefaciens	Clostridium putrefaciens	C		SPORE		Clostridium	CLO	22321006	Clostridium putrefaciens	FALSE
cpu	a	Clostridium putrificum	Clostridium putrificum	C		SPORE		Clostridium	CLO	22321006	Clostridium putrefaciens	FALSE
sgm	+	Streptococcus, non-haemolytic (gamma)	Streptococcus, non-haemolytic (gamma)	C				Streptococcus	STR	22339002	Gamma-hemolytic streptococcus	FALSE
tva	w	Trichomonas vaginalis	Trichomonas vaginalis	C		FLAG		Trichomonas	TRM	22417000	Trichomonas vaginalis	FALSE
cbt	-	Coxiella burnetii	Coxiella burnetii	C		GNCB		Coxiella	COX	22533000	Coxiella burnetii	FALSE
pzo	f	Prototheca zopfii	Prototheca zopfii	C		check		Prototheca	PRC	22581007	Kurthia zopfii	FALSE
lbi	-	Legionella birminghamensis	Legionella birminghamensis	C		GNCB		Legionella	LEG	22592008	Legionella birminghamensis	FALSE
eni	a	Eubacterium nitritogenes	Eubacterium nitritogenes	C		NOSPORE		Eubacterium	EUB	22777005	Eubacterium nitrogenes	FALSE
sfa	-	Salmonella Falkensee	Salmonella Falkensee	C		EBC	GRE	Salmonella	SAL	22899009	Salmonella Falkensee	FALSE
mad	f	Madurella sp.	Madurella sp.	C		check		Madurella	MAD	23009007	Madurella	FALSE
cim	f	Coccidioides immitis	Coccidioides immitis	C		check		Coccidioides	COC	23439005	Coccidioides immitis	FALSE
dim	w	Dirofilaria immitis	Dirofilaria immitis	C		NEMAT		Dirofilaria	DIR	23439005	Coccidioides immitis	FALSE
mym	f	Cryptococcus melibiosum	Cryptococcus melibiosum	O		FUNGUS		Myxozyma	MYX	23496000	Fungus (organism)	FALSE
den	f	Dendrostilbella sp.	Dendrostilbella sp.	C		check		Dendrostilbella	DEN	23496000	Fungus (organism)	FALSE
gal	f	Galactomyces sp.	Galactomyces sp.	C		FUNGUS		Galactomyces	GAL	23496000	Fungus (organism)	FALSE
gil	f	Gilmaniella sp.	Gilmaniella sp.	C		check		Gilmaniella	GIL	23496000	Fungus (organism)	FALSE
hot	f	Hortaea sp.	Hortaea sp.	C		FUNGUS		Hortaea	HOT	23496000	Fungus (organism)	FALSE
mst	f	Monilia sitophila	Monilia sitophila	C		check		Monilia	MON	23496000	Fungus (organism)	FALSE
mon	f	Monilia sp.	Monilia sp.	C		check		Monilia	MON	23496000	Fungus (organism)	FALSE
myx	f	Myxozyma sp.	Myxozyma sp.	C		FUNGUS		Myxozyma	MYX	23496000	Fungus (organism)	FALSE
nmg	f	Nattrassia mangiferae	Nattrassia mangiferae	C		FUNGUS		Nattrassia	NAT	23496000	Fungus (organism)	FALSE
nat	f	Nattrassia sp.	Nattrassia sp.	C		FUNGUS		Nattrassia	NAT	23496000	Fungus (organism)	FALSE
ost	f	Ophiostoma stenoceras	Ophiostoma stenoceras	C		FUNGUS		Ophiostoma	OPH	23496000	Fungus (organism)	FALSE
per	f	Periconia sp.	Periconia sp.	C				Periconia	PER	23496000	Fungus (organism)	FALSE
pit	f	Pityrosporum sp.	Pityrosporum sp.	C		check		Pityrosporum	PIT	23496000	Fungus (organism)	FALSE
prn	a	Propionigenium sp.	Propionigenium sp.	C		check		Propionigenium	PRN	23496000	Fungus (organism)	FALSE
trt	f	Tricothecium sp.	Tricothecium sp.	C		FUNGUS		Tricothecium	TRT	23496000	Fungus (organism)	FALSE
nor	o	Normal flora	Normal flora	C	X	OTHER				23506009	Normal flora (finding)	TRUE
ora	o	Normal oral flora	Normal oral flora	O		OTHER				23506009	Normal flora (finding)	TRUE
vag	o	Normal vaginal flora	Normal vaginal flora	O		OTHER				23506009	Normal flora (finding)	TRUE
sls	a	Selenomonas sputigena	Selenomonas sputigena	C		AGNR		Selenomonas	SEL	23595003	Selenomonas sputigena	FALSE
fon	f	Fonsecaea sp.	Fonsecaea sp.	C		FUNGUS		Fonsecaea	FON	23639003	Fonsecaea	FALSE
cru	f	Candida rugosa	Candida rugosa	C		FUNGUS		Candida	CAN	23773004	Candida rugosa	FALSE
slq	-	Serratia liquefaciens	Serratia liquefaciens	C		EBC		Serratia	SE-	23787004	Serratia liquefaciens	FALSE
pfr	a	Propionibacterium freudenreichii	Propionibacterium freudenreichii	C		NOSPORE		Propionibacterium	PRP	23871008	Propionibacterium freudenreichii	FALSE
fmd	-	Francisella tularensis ss. mediasiatica	Francisella tularensis ss. mediasiatica	C		GNCB		Francisella	FRA	23930001	Francisella tularensis ss. mediasiatica	FALSE
bha	f	Bipolaris hawaiiensis	Bipolaris hawaiiensis	C		FUNGUS		Bipolaris	BIP	24145000	Bipolaris	FALSE
bip	f	Bipolaris sp.	Bipolaris sp.	C		FUNGUS		Bipolaris	BIP	24145000	Bipolaris	FALSE
bab	-	Brucella abortus (melitensis)	Brucella abortus	C		GNCB		Brucella	BR-	24224000	Brucella abortus	FALSE
bca	-	Branhamella catarrhalis	Branhamella catarrhalis	O		NFR		Moraxella	MO-	24226003	Moraxella catarrhalis	FALSE
mgi	m	Mycobacterium gilvum	Mycobacterium gilvum	C		MYCO		Mycobacterium	MYC	24618002	Mycobacterium gilvum	FALSE
swo	-	Salmonella Worthington	Salmonella Worthington	C		EBC	GRG	Salmonella	SAL	24666009	Salmonella Worthington	FALSE
afr	a	Anaerorhabdus (Bacter.) furcosus	Anaerorhabdus furcosus	C		AGNR		Anaerorhabdus	ARH	24716009	Anaerorhabdus furcosus	FALSE
vel	-	Vibrio cholerae El Tor	Vibrio cholerae El Tor	C		FERM		Vibrio	VI-	24763006	Vibrio cholerae serotype Hikojima	FALSE
cun	f	Cunninghamella sp.	Cunninghamella sp.	C		FUNGUS		Cunninghamella	CUN	24861001	Cunninghamella	FALSE
mgo	m	Mycobacterium gordonae	Mycobacterium gordonae	C		MYCO		Mycobacterium	MYC	24871004	Mycobacterium gordonae	FALSE
mmy	f	Madurella mycetomatis	Madurella mycetomatis	C		check		Madurella	MAD	24876009	Madurella mycetomatis	FALSE
csi	w	Clonorchis sinensis	Clonorchis sinensis	C		TREMA		Clonorchis	CLC	24895002	Retortamonas sinensis	FALSE
cau	a	Clostridium absonum	Clostridium absonum	C		SPORE		Clostridium	CLO	24918000	Clostridium absonum	FALSE
btr	b	Borrelia turicatae	Borrelia turicatae	C		TREP		Borrelia	BOL	24986006	Borrelia turicatae	FALSE
afa	-	Alcaligenes faecalis (odorans)	Alcaligenes faecalis	C		NFR		Alcaligenes	ALC	25223004	Alcaligenes fecalis	FALSE
nos	w	Nosema sp.	Nosema sp.	C		MICROS		Nosema	NOS	25348004	Genus Nosema	FALSE
bsr	+	Bacillus stearothermophilus	Bacillus stearothermophilus	C		GPR		Bacillus	BCS	25484005	Bacillus stearothermophilus	FALSE
the	w	Thelazia sp.	Thelazia sp.	C		NEMAT		Thelazia	THE	25534000	Thelazia	FALSE
tpu	f	Trichosporon pullulans	Trichosporon pullulans	C		FUNGUS		Trichosporon	TRI	25783003	Trichosporon pullulans	FALSE
mel	a	Megasphaera elsdenii	Megasphaera elsdenii	C		AGNC		Megasphaera	MES	26044001	Megasphaera elsdenii	FALSE
plm	a	Propionibacterium lymphophilum	Propionibacterium lymphophilum	C		NOSPORE		Propionibacterium	PRP	26102005	Propionibacterium lymphophilum	FALSE
sto	+	Stomatococcus sp.	Stomatococcus sp.	C		CatPos		Stomatococcus	STO	26126007	Stomatococcus	FALSE
bpa	-	Bordetella parapertussis	Bordetella parapertussis	C		GNCB		Bordetella	BD-	26183002	Bordetella parapertussis	FALSE
bas	f	Basidiobolus sp.	Basidiobolus sp.	C		FUNGUS		Basidiobolus	BAS	26217004	Basidiobolus	FALSE
efl	f	Epidermophyton floccosum	Epidermophyton floccosum	C		FUNGUS		Epidermophyton	EPI	26403006	Epidermophyton floccosum	FALSE
ate	f	Aspergillus terreus	Aspergillus terreus	C		FUNGUS		Aspergillus	ASP	26406003	Aspergillus terreus	FALSE
tve	f	Trichophyton verrucosum	Trichophyton verrucosum	C		FUNGUS		Trichophyton	TRY	26601004	Trichophyton verrucosum	FALSE
mlp	m	Mycobacterium lepraemurium	Mycobacterium lepraemurium	C		MYCO		Mycobacterium	MYC	26733000	Mycobacterium lepraemurium	FALSE
smy	f	Saccharomyces sp.	Saccharomyces sp.	C		check		Saccharomyces	SMY	27069008	Saccharomyces	FALSE
cxe	+	Corynebacterium xerosis	Corynebacterium xerosis	C		COF		Corynebacterium	COR	27101006	Corynebacterium xerosis	FALSE
bbf	a	Bifidobacterium bifidum	Bifidobacterium bifidum	C		NOSPORE		Bifidobacterium	BIF	27108000	Bifidobacterium bifidum	FALSE
mbo	m	Mycobacterium bovis	Mycobacterium bovis	C		MYCO		Mycobacterium	MYC	27142009	Mycobacterium bovis	FALSE
aeq	-	Actinobacillus equuli	Actinobacillus equuli	C		GNCB		Actinobacillus	ACB	27165004	Actinobacillus equuli	FALSE
grf	-	Salmonella Group F (O:11)	Salmonella Group F	C		EBC	GRF	Salmonella	SAL	27268008	Salmonella	FALSE
sfl	a	Selenomonas flueggei	Selenomonas flueggei	C		AGNR		Selenomonas	SEL	27333006	Selenomonas flueggei	FALSE
ehs	-	Ehrlichia sennetsu	Ehrlichia sennetsu	C		GNCB		Ehrlichia	EHR	27334000	Ehrlichia	FALSE
maa	m	Mycobacterium austroafricanum	Mycobacterium austroafricanum	C		MYCO		Mycobacterium	MYC	27365009	Mycobacterium austroafricanum	FALSE
ixo	i	Ixodes sp.	Ixodes sp.	C				Ixodes	IXO	27524005	Ixodes	FALSE
lga	+	Lactococcus garvieae	Lactococcus garvieae	C		CatNeg		Lactococcus	LAT	27716002	Lactococcus garviae	FALSE
aje	f	Ajellomyces sp.	Ajellomyces sp.	C		FUNGUS		Ajellomyces	AJE	27728005	Ajellomyces	FALSE
agy	f	Arthroderma gypseum	Arthroderma gypseum	C		FUNGUS		Arthroderma	ARD	27771001	Arthroderma gypseum	FALSE
hag	-	Haemophilus aegyptius	Haemophilus aegyptius	C		GNCB		Haemophilus	HA-	27784005	Haemophilus aegyptius	FALSE
ler	-	Legionella erythra	Legionella erythra	C		GNCB		Legionella	LEG	28109006	Legionella erythra	FALSE
seq	+	Staphylococcus equorum	Staphylococcus equorum	C		SCN		Staphylococcus	STA	28217008	Staphylococcus equorum	FALSE
vme	-	CDC Enteric Group 16	CDC Enteric Group 16	O		FERM		Vibrio	VI-	28382009	Vibrio metschnikovii	FALSE
fbu	w	Fasciolopsis buski	Fasciolopsis buski	C		TREMA		Fasciolopsis	FAC	28383004	Fasciolopsis buski	FALSE
rpw	-	Rickettsia prowazekii	Rickettsia prowazekii	C		GNCB		Rickettsia	RIC	28499009	Rickettsia prowazekii	FALSE
ccr	f	Chrysosporium parvum var. crescens	Chrysosporium parvum var. crescens	C		check		Chrysosporium	CHS	28794003	Chrysosporium parvum var. crescens	FALSE
afm	f	Arthroderma fulvum	Arthroderma fulvum	C		FUNGUS		Arthroderma	ARD	28797005	Arthroderma fulvum	FALSE
glc	f	Gliocladium sp.	Gliocladium sp.	C		FUNGUS		Gliocladium	GLC	28920007	Gliocladium	FALSE
bho	w	Blastocystis hominis	Blastocystis hominis	C		AMEBA		Blastocystis	BLS	28923009	Blastocystis hominis	FALSE
spl	-	Serratia plymuthica	Serratia plymuthica	C		EBC		Serratia	SE-	28955009	Serratia plymuthica	FALSE
mag	m	Mycobacterium agri	Mycobacterium agri	C		MYCO		Mycobacterium	MYC	29111009	Mycobacterium agri	FALSE
hci	-	Clo-1	Clo-1	O		GNCB		Helicobacter	HEL	29258005	Helicobacter cinaedi	FALSE
cou	a	Clostridium oroticum	Clostridium oroticum	C		SPORE		Clostridium	CLO	29280008	Clostridium oroticum	FALSE
die	w	Dientamoeba sp.	Dientamoeba sp.	C		FLAG		Dientamoeba	DIE	29334008	Genus Dientamoeba	FALSE
enp	-	Enterobacter nimipressuralis	Enterobacter nimipressuralis	C		EBC		Enterobacter	EN-	29511003	Enterobacter nimipressuralis	FALSE
ete	a	Eubacterium tenue	Eubacterium tenue	C		NOSPORE		Eubacterium	EUB	29575000	Eubacterium tenue	FALSE
mfu	f	Malassezia furfur	Malassezia furfur	C		FUNGUS		Malassezia	MAL	29619007	Malassezia furfur	FALSE
neo	f	Neotestudina sp.	Neotestudina sp.	C		FUNGUS		Neotestudina	NEO	29688006	Neotestudina	FALSE
pfa	w	Plasmodium falciparum	Plasmodium falciparum	C		SPOROZ		Plasmodium	PLA	30020004	Plasmodium falciparum	FALSE
pth	a	Propionibacterium thoenii	Propionibacterium thoenii	C		NOSPORE		Propionibacterium	PRP	30087004	Propionibacterium thoenii	FALSE
nas	+	Nocardia asteroides	Nocardia asteroides	C		GPR		Nocardia	NOC	30092002	Nocardia asteroides	FALSE
asa	-	Aeromonas salmonicida	Aeromonas salmonicida	C		FERM		Aeromonas	AER	30334005	Aeromonas salmonicida	FALSE
